;y;x;frame;video_path
86;343.1793066088841;212.5281690140845;8;video\static_50-mbar.mp4
87;423.5422826729746;440.56002365464224;8;video\static_50-mbar.mp4
88;429.1186440677966;259.0169491525424;8;video\static_50-mbar.mp4
89;455.29829172141916;341.7371879106439;8;video\static_50-mbar.mp4
90;210.0901916572717;357.2632468996618;9;video\static_50-mbar.mp4
91;214.8285619174434;243.52896138482024;9;video\static_50-mbar.mp4
92;238.84156570363467;456.12674743709226;9;video\static_50-mbar.mp4
93;317.3628205128205;303.88461538461536;9;video\static_50-mbar.mp4
94;324.9680216802168;488.88726287262875;9;video\static_50-mbar.mp4
95;330.884;386.3622857142857;9;video\static_50-mbar.mp4
96;343.3783783783784;212.48324324324324;9;video\static_50-mbar.mp4
97;423.4671052631579;440.2793062200957;9;video\static_50-mbar.mp4
98;428.70416666666665;259.2625;9;video\static_50-mbar.mp4
99;455.1968400263331;341.7241606319947;9;video\static_50-mbar.mp4
100;101.12222222222222;568.5722222222222;10;video\static_50-mbar.mp4
101;214.85056704469648;243.49132755170115;10;video\static_50-mbar.mp4
102;210.07008547008547;357.1549857549858;10;video\static_50-mbar.mp4
103;238.88090551181102;456.25098425196853;10;video\static_50-mbar.mp4
104;317.29832474226805;303.80283505154637;10;video\static_50-mbar.mp4
105;324.8442401297999;488.7744726879394;10;video\static_50-mbar.mp4
106;331.0964203233256;386.2321016166282;10;video\static_50-mbar.mp4
107;343.76965065502185;212.54803493449782;10;video\static_50-mbar.mp4
108;423.60515278609944;440.2079089275015;10;video\static_50-mbar.mp4
109;428.8860936408106;259.2082459818309;10;video\static_50-mbar.mp4
110;455.32063074901447;341.91721419185285;10;video\static_50-mbar.mp4
111;106.70818915801615;281.75732410611306;11;video\static_50-mbar.mp4
112;100.78021978021978;567.8791208791209;11;video\static_50-mbar.mp4
113;214.82463186077644;243.56057563587683;11;video\static_50-mbar.mp4
114;209.85553047404062;357.11230248307;11;video\static_50-mbar.mp4
115;238.76251226692835;455.946025515211;11;video\static_50-mbar.mp4
116;317.2046894803549;303.819391634981;11;video\static_50-mbar.mp4
117;324.86862527716187;488.4745011086475;11;video\static_50-mbar.mp4
118;330.951065054692;386.12838226827864;11;video\static_50-mbar.mp4
119;343.7264254385965;212.54605263157896;11;video\static_50-mbar.mp4
120;423.3187203791469;440.1617298578199;11;video\static_50-mbar.mp4
121;429.1554476058293;259.2782789729355;11;video\static_50-mbar.mp4
122;455.2048588312541;342.0820748522653;11;video\static_50-mbar.mp4
123;106.57579185520362;281.01515837104074;12;video\static_50-mbar.mp4
124;209.65050732807217;357.45490417136415;12;video\static_50-mbar.mp4
125;214.72745558162924;243.40429098223265;12;video\static_50-mbar.mp4
126;238.84262948207171;455.4053784860558;12;video\static_50-mbar.mp4
127;317.4423320659062;303.8802281368821;12;video\static_50-mbar.mp4
128;324.8346238938053;488.59347345132744;12;video\static_50-mbar.mp4
129;330.8270975056689;386.13945578231295;12;video\static_50-mbar.mp4
130;343.55816493719277;212.54669579464775;12;video\static_50-mbar.mp4
131;423.37961859356375;440.1334922526818;12;video\static_50-mbar.mp4
132;429.1465753424658;259.13904109589043;12;video\static_50-mbar.mp4
133;455.4377880184332;342.01514154048715;12;video\static_50-mbar.mp4
134;106.17154811715481;563.2510460251046;13;video\static_50-mbar.mp4
135;209.79278763594735;357.3073840870063;13;video\static_50-mbar.mp4
136;214.65446071904128;243.5046604527297;13;video\static_50-mbar.mp4
137;238.9005905511811;455.873031496063;13;video\static_50-mbar.mp4
138;317.33164556962026;304.09493670886076;13;video\static_50-mbar.mp4
139;325.0049477735019;488.4738867509621;13;video\static_50-mbar.mp4
140;330.95177956371987;385.7985074626866;13;video\static_50-mbar.mp4
141;343.38891906572513;212.58772406300923;13;video\static_50-mbar.mp4
142;423.31891891891894;440.1675675675676;13;video\static_50-mbar.mp4
143;428.9687712152071;259.408010862186;13;video\static_50-mbar.mp4
144;455.44745538664904;342.0284203569068;13;video\static_50-mbar.mp4
145;210.1042944785276;357.39208031232573;14;video\static_50-mbar.mp4
146;214.88319467554078;243.44459234608985;14;video\static_50-mbar.mp4
147;239.15139826422373;455.62970106075215;14;video\static_50-mbar.mp4
148;289.94039735099335;558.7814569536424;14;video\static_50-mbar.mp4
149;317.25291828793775;303.72632944228275;14;video\static_50-mbar.mp4
150;324.88657534246573;488.2964383561644;14;video\static_50-mbar.mp4
151;331.2936194240542;385.7120271033315;14;video\static_50-mbar.mp4
152;343.1366090712743;212.71652267818575;14;video\static_50-mbar.mp4
153;423.5390532544379;440.0343195266272;14;video\static_50-mbar.mp4
154;428.97366644159354;259.18973666441593;14;video\static_50-mbar.mp4
155;455.39295212765956;341.8530585106383;14;video\static_50-mbar.mp4
156;210.56002233389168;357.4963707426019;15;video\static_50-mbar.mp4
157;214.7258389261745;243.44463087248323;15;video\static_50-mbar.mp4
158;239.24783027965285;455.3191899710704;15;video\static_50-mbar.mp4
159;317.17692307692306;303.99871794871797;15;video\static_50-mbar.mp4
160;324.8535381239715;488.64070213933076;15;video\static_50-mbar.mp4
161;331.0290929834569;385.7780946948089;15;video\static_50-mbar.mp4
162;343.35471698113207;212.7633423180593;15;video\static_50-mbar.mp4
163;423.4713864306785;440.00117994100293;15;video\static_50-mbar.mp4
164;429.00272479564035;259.5013623978202;15;video\static_50-mbar.mp4
165;455.3353096179183;341.81159420289856;15;video\static_50-mbar.mp4
166;210.56050605060506;357.3646864686469;16;video\static_50-mbar.mp4
167;214.54318106035345;243.49049683227742;16;video\static_50-mbar.mp4
168;238.67687747035572;455.048418972332;16;video\static_50-mbar.mp4
169;317.61533626649907;303.86046511627904;16;video\static_50-mbar.mp4
170;324.90968443960827;488.78835690968447;16;video\static_50-mbar.mp4
171;331.0306181398036;386.1530906990179;16;video\static_50-mbar.mp4
172;343.2916666666667;212.64285714285714;16;video\static_50-mbar.mp4
173;423.57261904761907;440.19107142857143;16;video\static_50-mbar.mp4
174;428.85743660041123;259.59698423577794;16;video\static_50-mbar.mp4
175;455.0175097276265;341.8035019455253;16;video\static_50-mbar.mp4
176;139.84666666666666;482.42333333333335;17;video\static_50-mbar.mp4
177;214.94766856759477;243.55182824555519;17;video\static_50-mbar.mp4
178;210.6474820143885;357.28278915329275;17;video\static_50-mbar.mp4
179;239.16024340770792;454.41987829614607;17;video\static_50-mbar.mp4
180;317.54211526282455;303.9848005066498;17;video\static_50-mbar.mp4
181;324.94426229508196;488.84644808743167;17;video\static_50-mbar.mp4
182;330.9795454545455;385.9102272727273;17;video\static_50-mbar.mp4
183;343.17882611080637;212.7410861217773;17;video\static_50-mbar.mp4
184;423.38791540785496;440.5093655589124;17;video\static_50-mbar.mp4
185;428.51785714285717;259.4004120879121;17;video\static_50-mbar.mp4
186;455.07762557077626;341.9080234833659;17;video\static_50-mbar.mp4
187;215.04169468728983;243.83860121049094;18;video\static_50-mbar.mp4
188;209.9192751235585;357.0900604063701;18;video\static_50-mbar.mp4
189;239.0009661835749;454.7217391304348;18;video\static_50-mbar.mp4
190;317.38560411311056;303.6754498714653;18;video\static_50-mbar.mp4
191;325.02966558791803;488.81715210355986;18;video\static_50-mbar.mp4
192;331.07487237663076;385.8417470221214;18;video\static_50-mbar.mp4
193;343.2737768004398;212.7042330951072;18;video\static_50-mbar.mp4
194;423.2746394230769;440.4110576923077;18;video\static_50-mbar.mp4
195;428.9320054945055;259.2980769230769;18;video\static_50-mbar.mp4
196;455.2057856673241;341.77120315581857;18;video\static_50-mbar.mp4
197;210.02482073910645;357.0645339216768;19;video\static_50-mbar.mp4
198;215.09305417082086;243.5962113659023;19;video\static_50-mbar.mp4
199;239.29206963249516;454.82785299806574;19;video\static_50-mbar.mp4
200;317.2896953985742;303.6532728451069;19;video\static_50-mbar.mp4
201;324.84831770546054;488.7644787644788;19;video\static_50-mbar.mp4
202;331.3356401384083;385.76239907727796;19;video\static_50-mbar.mp4
203;343.496174863388;212.6224043715847;19;video\static_50-mbar.mp4
204;423.5096269554753;440.3014440433213;19;video\static_50-mbar.mp4
205;428.60230352303523;259.4471544715447;19;video\static_50-mbar.mp4
206;455.14200398142003;341.9064366290644;19;video\static_50-mbar.mp4
207;214.95809587663427;243.59839088166277;20;video\static_50-mbar.mp4
208;210.29503625209148;357.39263803680984;20;video\static_50-mbar.mp4
209;238.96558505408063;455.78761061946904;20;video\static_50-mbar.mp4
210;317.1819389110226;303.8891102257636;20;video\static_50-mbar.mp4
211;325.2115488397194;488.65083648138153;20;video\static_50-mbar.mp4
212;331.4081515499426;385.6917336394948;20;video\static_50-mbar.mp4
213;343.51991271140207;212.40207310420075;20;video\static_50-mbar.mp4
214;423.25710900473933;440.2026066350711;20;video\static_50-mbar.mp4
215;428.56901408450705;259.69225352112676;20;video\static_50-mbar.mp4
216;455.24393530997304;341.97641509433964;20;video\static_50-mbar.mp4
217;210.6615990990991;357.6019144144144;21;video\static_50-mbar.mp4
218;215.22917363666778;243.7932418869187;21;video\static_50-mbar.mp4
219;239.1118881118881;455.4995004995005;21;video\static_50-mbar.mp4
220;317.3158567774936;303.81841432225065;21;video\static_50-mbar.mp4
221;325.3200436919716;488.6433642818132;21;video\static_50-mbar.mp4
222;331.44803695150114;385.5565819861432;21;video\static_50-mbar.mp4
223;343.58956428187196;212.38515330823023;21;video\static_50-mbar.mp4
224;423.2056019070322;440.2586412395709;21;video\static_50-mbar.mp4
225;428.8156618156618;259.34372834372834;21;video\static_50-mbar.mp4
226;455.28543307086613;342.12335958005247;21;video\static_50-mbar.mp4
227;104.69791666666667;567.7447916666666;22;video\static_50-mbar.mp4
228;210.08979364194087;357.55716675962077;22;video\static_50-mbar.mp4
229;215.13018930587845;243.87612089006976;22;video\static_50-mbar.mp4
230;238.8213228035538;455.45113524185587;22;video\static_50-mbar.mp4
231;317.26016785022597;303.83344092963205;22;video\static_50-mbar.mp4
232;325.0321350762527;488.7843137254902;22;video\static_50-mbar.mp4
233;331.0274372446001;385.8429655575015;22;video\static_50-mbar.mp4
234;343.49648838465697;212.42301458670988;22;video\static_50-mbar.mp4
235;423.29682824655896;440.5008976660682;22;video\static_50-mbar.mp4
236;428.6664383561644;259.19246575342464;22;video\static_50-mbar.mp4
237;455.25725593667545;342.03364116094986;22;video\static_50-mbar.mp4
238;210.21070234113714;357.8433667781494;23;video\static_50-mbar.mp4
239;215.01291390728477;243.74370860927152;23;video\static_50-mbar.mp4
240;239.10474308300394;455.1373517786561;23;video\static_50-mbar.mp4
241;317.34272901985906;303.72069186418963;23;video\static_50-mbar.mp4
242;324.8821902654867;488.470685840708;23;video\static_50-mbar.mp4
243;330.7816492450639;386.04819976771194;23;video\static_50-mbar.mp4
244;343.6711809317443;212.67605633802816;23;video\static_50-mbar.mp4
245;423.47120098039215;440.31924019607845;23;video\static_50-mbar.mp4
246;428.7620357634113;259.0144429160935;23;video\static_50-mbar.mp4
247;455.05396618985696;341.89856957087125;23;video\static_50-mbar.mp4
248;210.14824945295405;357.82549234135666;24;video\static_50-mbar.mp4
249;214.98734598734598;243.6120546120546;24;video\static_50-mbar.mp4
250;239.11165048543688;454.7902912621359;24;video\static_50-mbar.mp4
251;317.55562579013906;303.89001264222503;24;video\static_50-mbar.mp4
252;324.6996069623807;488.41886580572714;24;video\static_50-mbar.mp4
253;331.1426106958022;386.0425531914894;24;video\static_50-mbar.mp4
254;343.54343105320305;212.78338762214983;24;video\static_50-mbar.mp4
255;423.07289156626507;440.5156626506024;24;video\static_50-mbar.mp4
256;428.4102389078498;258.740614334471;24;video\static_50-mbar.mp4
257;455.1952662721894;341.7120315581854;24;video\static_50-mbar.mp4
258;210.00878155872667;357.4193194291987;25;video\static_50-mbar.mp4
259;215.04014720642354;243.70558715289394;25;video\static_50-mbar.mp4
260;238.9961759082218;454.54493307839385;25;video\static_50-mbar.mp4
261;317.5658567774936;304.0799232736573;25;video\static_50-mbar.mp4
262;324.56512141280353;488.7676600441501;25;video\static_50-mbar.mp4
263;331.19732246798606;385.77008149010476;25;video\static_50-mbar.mp4
264;343.4616222101252;212.85737615677735;25;video\static_50-mbar.mp4
265;423.1597812879708;440.2326852976914;25;video\static_50-mbar.mp4
266;428.92766242464836;258.8104487608841;25;video\static_50-mbar.mp4
267;455.23222439660793;341.59621656881933;25;video\static_50-mbar.mp4
268;210.8421339139902;357.70549809471964;26;video\static_50-mbar.mp4
269;215.06028965981812;243.6416301785113;26;video\static_50-mbar.mp4
270;239.71345029239765;455.4961013645224;26;video\static_50-mbar.mp4
271;317.428025477707;303.89108280254777;26;video\static_50-mbar.mp4
272;324.8380588876772;488.22737186477644;26;video\static_50-mbar.mp4
273;331.07488479262673;385.8646313364055;26;video\static_50-mbar.mp4
274;343.482460874258;212.75553157042634;26;video\static_50-mbar.mp4
275;423.2183271832718;440.4409594095941;26;video\static_50-mbar.mp4
276;428.7335164835165;259.2932692307692;26;video\static_50-mbar.mp4
277;455.0470588235294;341.83660130718954;26;video\static_50-mbar.mp4
278;211.36635307138906;357.6624239070282;27;video\static_50-mbar.mp4
279;215.15451215451216;243.44255744255744;27;video\static_50-mbar.mp4
280;239.5096525096525;455.47297297297297;27;video\static_50-mbar.mp4
281;317.4153746770026;303.9967700258398;27;video\static_50-mbar.mp4
282;325.2767467248908;487.9896288209607;27;video\static_50-mbar.mp4
283;330.6636207881211;386.07938320959454;27;video\static_50-mbar.mp4
284;343.3675443310048;212.70445996775928;27;video\static_50-mbar.mp4
285;423.2251372788285;440.6363636363636;27;video\static_50-mbar.mp4
286;429.0209351011863;258.91346824842987;27;video\static_50-mbar.mp4
287;454.9546946815496;342.27051871306634;27;video\static_50-mbar.mp4
288;210.95086393088553;357.49460043196547;28;video\static_50-mbar.mp4
289;215.05985205110963;243.4838601210491;28;video\static_50-mbar.mp4
290;238.7244796828543;455.00198216055503;28;video\static_50-mbar.mp4
291;317.4882837238759;303.9835338822039;28;video\static_50-mbar.mp4
292;324.9334067143643;488.29334067143645;28;video\static_50-mbar.mp4
293;330.54157043879906;385.709584295612;28;video\static_50-mbar.mp4
294;343.3921038399135;212.68144943212548;28;video\static_50-mbar.mp4
295;423.14812575574365;440.37001209189845;28;video\static_50-mbar.mp4
296;429.10967302452315;258.85694822888286;28;video\static_50-mbar.mp4
297;454.9654723127036;341.81693811074916;28;video\static_50-mbar.mp4
298;210.60561797752808;357.53932584269666;29;video\static_50-mbar.mp4
299;215.01074185968446;243.58039610607585;29;video\static_50-mbar.mp4
300;238.70808678500987;455.6775147928994;29;video\static_50-mbar.mp4
301;317.4442319949012;304.14085404716377;29;video\static_50-mbar.mp4
302;325.1045353982301;488.57522123893807;29;video\static_50-mbar.mp4
303;330.6892980437284;385.8814729574223;29;video\static_50-mbar.mp4
304;343.49029126213594;212.64347357065805;29;video\static_50-mbar.mp4
305;423.337342152736;440.6205652435358;29;video\static_50-mbar.mp4
306;428.75302013422817;258.6832214765101;29;video\static_50-mbar.mp4
307;454.8736083824492;341.85396201702684;29;video\static_50-mbar.mp4
308;209.70669618151632;357.2523519645822;30;video\static_50-mbar.mp4
309;215.1001348617667;243.5148347943358;30;video\static_50-mbar.mp4
310;238.99902534113062;455.4795321637427;30;video\static_50-mbar.mp4
311;317.4406779661017;303.594475831764;30;video\static_50-mbar.mp4
312;325.25427468284613;488.63982349696636;30;video\static_50-mbar.mp4
313;331.07665706051876;385.7256484149856;30;video\static_50-mbar.mp4
314;343.6912393162393;212.37713675213675;30;video\static_50-mbar.mp4
315;423.79076738609115;439.8992805755396;30;video\static_50-mbar.mp4
316;428.95322033898304;259.04;30;video\static_50-mbar.mp4
317;455.5165782493369;341.8972148541114;30;video\static_50-mbar.mp4
318;103.86852589641434;566.183266932271;31;video\static_50-mbar.mp4
319;162.0326086956522;555.820652173913;31;video\static_50-mbar.mp4
320;209.663581927055;357.3326075122482;31;video\static_50-mbar.mp4
321;214.9465366509751;243.4256893073302;31;video\static_50-mbar.mp4
322;239.18543689320387;455.40388349514564;31;video\static_50-mbar.mp4
323;317.58460559796436;303.78371501272267;31;video\static_50-mbar.mp4
324;325.1220055710306;489.0016713091922;31;video\static_50-mbar.mp4
325;331.1462021701885;385.982866933181;31;video\static_50-mbar.mp4
326;343.7415852334419;212.61780673181326;31;video\static_50-mbar.mp4
327;423.53860182370823;439.7775075987842;31;video\static_50-mbar.mp4
328;429.26417704011067;258.94190871369295;31;video\static_50-mbar.mp4
329;455.08897742363877;341.5192563081009;31;video\static_50-mbar.mp4
330;105.18181818181819;563.0681818181819;32;video\static_50-mbar.mp4
331;162.56852791878174;555.7868020304569;32;video\static_50-mbar.mp4
332;210.04368932038835;357.4460625674218;32;video\static_50-mbar.mp4
333;214.75665655544321;243.35625210650488;32;video\static_50-mbar.mp4
334;239.1094674556213;455.3648915187377;32;video\static_50-mbar.mp4
335;317.55035279025014;304.0628608082104;32;video\static_50-mbar.mp4
336;325.1752519596865;488.81019036954086;32;video\static_50-mbar.mp4
337;331.06636155606407;386.1630434782609;32;video\static_50-mbar.mp4
338;343.875;212.5538043478261;32;video\static_50-mbar.mp4
339;423.6752085816448;439.93384982121574;32;video\static_50-mbar.mp4
340;429.1384509938314;259.17820424948593;32;video\static_50-mbar.mp4
341;455.30234113712373;341.4882943143813;32;video\static_50-mbar.mp4
342;209.4742041712404;357.47310647639955;33;video\static_50-mbar.mp4
343;214.8260577568838;243.3982538616521;33;video\static_50-mbar.mp4
344;239.16533864541833;455.60258964143424;33;video\static_50-mbar.mp4
345;317.7247765006386;303.71519795657724;33;video\static_50-mbar.mp4
346;325.25266106442575;488.993837535014;33;video\static_50-mbar.mp4
347;330.90313225058003;386.17865429234337;33;video\static_50-mbar.mp4
348;343.7139726027397;212.3682191780822;33;video\static_50-mbar.mp4
349;423.53888213851764;440.4070473876063;33;video\static_50-mbar.mp4
350;429.1699794379712;259.16106922549693;33;video\static_50-mbar.mp4
351;455.36748182419035;341.743555849306;33;video\static_50-mbar.mp4
352;97.5576923076923;563.2435897435897;34;video\static_50-mbar.mp4
353;209.93063263041066;357.42452830188677;34;video\static_50-mbar.mp4
354;215.02379356568363;243.3079758713137;34;video\static_50-mbar.mp4
355;238.74484789008832;455.2119725220805;34;video\static_50-mbar.mp4
356;317.5687022900763;303.7773536895674;34;video\static_50-mbar.mp4
357;325.3606281547953;488.8160403813797;34;video\static_50-mbar.mp4
358;331.1338766006985;386.0238649592549;34;video\static_50-mbar.mp4
359;343.50300710770915;212.6260251503554;34;video\static_50-mbar.mp4
360;423.5178463399879;440.21536600120993;34;video\static_50-mbar.mp4
361;428.97038567493115;259.11914600550966;34;video\static_50-mbar.mp4
362;455.65197368421053;341.9322368421053;34;video\static_50-mbar.mp4
363;209.89525368248772;357.43098745226405;35;video\static_50-mbar.mp4
364;214.97343075390236;243.3835934905347;35;video\static_50-mbar.mp4
365;239.02750491159136;454.7878192534381;35;video\static_50-mbar.mp4
366;317.2822322001283;304.03014753046824;35;video\static_50-mbar.mp4
367;325.3667763157895;488.73519736842104;35;video\static_50-mbar.mp4
368;330.8924539512775;385.60071301247774;35;video\static_50-mbar.mp4
369;343.542888165038;212.6454940282302;35;video\static_50-mbar.mp4
370;423.50426309378804;440.21071863581;35;video\static_50-mbar.mp4
371;428.59193438140807;259.08475734791523;35;video\static_50-mbar.mp4
372;455.6999339061467;341.9563780568407;35;video\static_50-mbar.mp4
373;209.71358960476448;357.47482403898215;36;video\static_50-mbar.mp4
374;214.9017707985299;243.4256598730371;36;video\static_50-mbar.mp4
375;239.42942942942943;454.8458458458459;36;video\static_50-mbar.mp4
376;317.5545571245186;303.68870346598203;36;video\static_50-mbar.mp4
377;325.4437194127243;488.5872756933116;36;video\static_50-mbar.mp4
378;331.11929824561406;385.4046783625731;36;video\static_50-mbar.mp4
379;343.5459956709957;212.7288961038961;36;video\static_50-mbar.mp4
380;423.36488915518277;439.9808268424206;36;video\static_50-mbar.mp4
381;428.6351902173913;258.9857336956522;36;video\static_50-mbar.mp4
382;455.54412740544126;341.95023224950233;36;video\static_50-mbar.mp4
383;209.91815718157181;357.35176151761516;37;video\static_50-mbar.mp4
384;214.98700866089274;243.40806129247167;37;video\static_50-mbar.mp4
385;239.09989909182644;454.7850655903128;37;video\static_50-mbar.mp4
386;288.8388429752066;560.404958677686;37;video\static_50-mbar.mp4
387;317.6271510516252;303.9917144678139;37;video\static_50-mbar.mp4
388;325.0901098901099;488.67252747252746;37;video\static_50-mbar.mp4
389;331.1113675706867;385.8465089440277;37;video\static_50-mbar.mp4
390;343.4350858369099;212.9892703862661;37;video\static_50-mbar.mp4
391;423.1619676064787;439.9832033593281;37;video\static_50-mbar.mp4
392;428.70248488918736;258.8529214237743;37;video\static_50-mbar.mp4
393;455.41342281879196;341.8181208053691;37;video\static_50-mbar.mp4
394;210.27337733773376;357.0049504950495;38;video\static_50-mbar.mp4
395;215.0610079575597;243.54011936339523;38;video\static_50-mbar.mp4
396;238.0646153846154;454.7682051282051;38;video\static_50-mbar.mp4
397;288.0609756097561;560.4674796747968;38;video\static_50-mbar.mp4
398;317.6317480719794;304.04562982005143;38;video\static_50-mbar.mp4
399;325.08356545961004;488.8456824512535;38;video\static_50-mbar.mp4
400;330.79721092388144;385.67867518884367;38;video\static_50-mbar.mp4
401;343.443669527897;212.60515021459227;38;video\static_50-mbar.mp4
402;423.1187648456057;439.9109263657957;38;video\static_50-mbar.mp4
403;428.85666443402545;259.0917615539183;38;video\static_50-mbar.mp4
404;455.1300919842313;342.0341655716163;38;video\static_50-mbar.mp4
405;210.00499168053244;357.2689961175818;39;video\static_50-mbar.mp4
406;215.0363091272485;243.76415722851434;39;video\static_50-mbar.mp4
407;238.1345776031434;455.69155206286837;39;video\static_50-mbar.mp4
408;290.24226804123714;559.1340206185567;39;video\static_50-mbar.mp4
409;317.4715025906736;304.08937823834196;39;video\static_50-mbar.mp4
410;325.350532809871;488.9854178351094;39;video\static_50-mbar.mp4
411;330.97539543057997;385.7193907439953;39;video\static_50-mbar.mp4
